,Amount,Detailed Head,Detailed Head Description,District,Group Sub Head,Group Sub Head Description,Head of Account,Major Head,Major Head Description,Major Head Type,Minor Head,Minor Head Description,Month,Plan/Non Plan,Sub Detailed Head,Sub Detailed Head Description,Sub Head,Sub Head Description,Sub Major Head,Sub Major Head Description,Voted/Charged,Year
246642,51554.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,12.0,Allowances,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246643,1937864.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,13.0,Dearness Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246644,546185.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,15.0,Interim Relief,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246645,287091.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,16.0,House Rent Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246646,0.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010017NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,17.0,Medical Reimbursement,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246647,72479.0,10.0,Salaries,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,18.0,Encashment of Earned Leave,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246649,573849.0,110.0,Domestic Travel Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,111.0,Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246650,7401.0,110.0,Domestic Travel Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205110114NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,114.0,Fixed Travelling Allowance,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246651,24042.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,131.0,"Service Postage, Telegram and Telephone Charges",5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246652,222988.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,132.0,Other Office Expenses,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246653,10704.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130133NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,133.0,Water and Electricity Charges,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246654,257991.0,130.0,Office Expenses,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205130134NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,134.0,Hiring of Private Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246655,1355673.0,140.0,"Rents, Rates and Taxes",WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205140000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246656,37500.0,240.0,"Petrol, Oil and Lubricants",WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205240000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246657,50288516.0,280.0,Professional Services,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205280283NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,283.0,Payments to Anganwadi Workers,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246658,21000.0,300.0,Other Contractual Services,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205300000NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,0.0,Not Applicable,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246659,5047039.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205310312NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,312.0,Other Grants-in-Aid,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246660,0.0,510.0,Motor Vehicles,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2235021021205510511NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,NOV,P,511.0,Maintenance of Office Vehicles,5.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246746,0.0,280.0,Professional Services,WESTGODAVARI,11.0,State Development Schemes,2235027891108280283NVN,2235.0,Social Security and Welfare,P,789.0,Special Component Plan for Scheduled Castes,NOV,P,283.0,Payments to Anganwadi Workers,8.0,Integrated Child Development Service (ICDS),2.0,Social Welfare,V,2014
246797,0.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2236021011207310312NVN,2236.0,Nutrition,P,101.0,Special Nutrition Programmes,NOV,P,312.0,Other Grants-in-Aid,7.0,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),2.0,Distribution of Nutritious Food and Beverages,V,2014
246800,0.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2236027891207310312NVN,2236.0,Nutrition,P,789.0,Special Component Plan for Scheduled Castes,NOV,P,312.0,Other Grants-in-Aid,7.0,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),2.0,Distribution of Nutritious Food and Beverages,V,2014
246806,0.0,310.0,Grants-in-Aid,WESTGODAVARI,12.0,Central Assistance to State Development Schemes,2236027961207310312NVN,2236.0,Nutrition,P,796.0,Tribal Areas Sub-Plan,NOV,P,312.0,Other Grants-in-Aid,7.0,Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (SABLA),2.0,Distribution of Nutritious Food and Beverages,V,2014
247472,0.0,1.0,Advances for N.G.Os. for Education of their children and other Miscellaneous purposes,WESTGODAVARI,0.0,Not Applicable,7610008000010001000NVN,7610.0,"Loans to Government Servants etc.,",P,800.0,Other Expenditure,NOV,N,0.0,Not Applicable,10.0,Advances to N.G.O's for education of their children and other Misc.purposes,0.0,Not Applicable,V,2014
248181,0.0,130.0,Office Expenses,KRISHNA,0.0,Not Applicable,2202011010004130133NVN,2202.0,General Education,P,101.0,Government Primary Schools,OCT,N,133.0,Water and Electricity Charges,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
248182,0.0,210.0,Supplies and Materials,KRISHNA,0.0,Not Applicable,2202011010004210211NVN,2202.0,General Education,P,101.0,Government Primary Schools,OCT,N,211.0,Materials and Supplies,4.0,Government Primary Schools,1.0,Elementary Education,V,2014
248183,35452525.0,310.0,Grants-in-Aid,KRISHNA,0.0,Not Applicable,2202011020004310311NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",OCT,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
248184,0.0,310.0,Grants-in-Aid,KRISHNA,0.0,Not Applicable,2202011020004310312NVN,2202.0,General Education,P,102.0,"Assistance to Non-Govt., Primary Schools",OCT,N,312.0,Other Grants-in-Aid,4.0,Assistane to Aided Primary Schools,1.0,Elementary Education,V,2014
248238,4142145.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2202021090004010011NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,11.0,Pay,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248239,53251.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2202021090004010012NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,12.0,Allowances,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248240,3475399.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2202021090004010013NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,13.0,Dearness Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248241,1117093.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2202021090004010015NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,15.0,Interim Relief,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248242,478509.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2202021090004010016NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,16.0,House Rent Allowance,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248243,23695.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2202021090004010017NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,17.0,Medical Reimbursement,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248244,0.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2202021090004010018NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,18.0,Encashment of Earned Leave,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248246,4909.0,130.0,Office Expenses,KRISHNA,0.0,Not Applicable,2202021090004130133NVN,2202.0,General Education,P,109.0,Government Secondary Schools,OCT,N,133.0,Water and Electricity Charges,4.0,Government Secondary Schools,2.0,Secondary Education,V,2014
248256,27031575.0,310.0,Grants-in-Aid,KRISHNA,0.0,Not Applicable,2202021100004310311NVN,2202.0,General Education,P,110.0,Assistance to Non-Government Secondary Schools,OCT,N,311.0,Grants-in-Aid towards Salaries,4.0,Assistance to Aided Secondary Schools,2.0,Secondary Education,V,2014
248866,28020.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2211001030004010011NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,OCT,N,11.0,Pay,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
248867,0.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2211001030004010012NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,OCT,N,12.0,Allowances,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
248868,25182.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2211001030004010013NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,OCT,N,13.0,Dearness Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
248869,7566.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2211001030004010015NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,OCT,N,15.0,Interim Relief,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
248870,4063.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2211001030004010016NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,OCT,N,16.0,House Rent Allowance,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
248871,0.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2211001030004010018NVN,2211.0,Family Welfare,P,103.0,Maternity and Child Health,OCT,N,18.0,Encashment of Earned Leave,4.0,Maternity and Child Health Centres,0.0,Not Applicable,V,2014
249212,264102.0,10.0,Salaries,KRISHNA,11.0,State Development Schemes,2225032771122010011NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,11.0,Pay,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249213,3622.0,10.0,Salaries,KRISHNA,11.0,State Development Schemes,2225032771122010012NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,12.0,Allowances,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249214,198193.0,10.0,Salaries,KRISHNA,11.0,State Development Schemes,2225032771122010013NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,13.0,Dearness Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249215,71310.0,10.0,Salaries,KRISHNA,11.0,State Development Schemes,2225032771122010015NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,15.0,Interim Relief,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249216,37134.0,10.0,Salaries,KRISHNA,11.0,State Development Schemes,2225032771122010016NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,16.0,House Rent Allowance,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249217,0.0,130.0,Office Expenses,KRISHNA,11.0,State Development Schemes,2225032771122130131NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,131.0,"Service Postage, Telegram and Telephone Charges",22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249218,28993.0,130.0,Office Expenses,KRISHNA,11.0,State Development Schemes,2225032771122130132NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,132.0,Other Office Expenses,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249219,110364.0,130.0,Office Expenses,KRISHNA,11.0,State Development Schemes,2225032771122130133NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,133.0,Water and Electricity Charges,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249220,218325.0,140.0,"Rents, Rates and Taxes",KRISHNA,11.0,State Development Schemes,2225032771122140000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249221,0.0,210.0,Supplies and Materials,KRISHNA,11.0,State Development Schemes,2225032771122210211NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,211.0,Materials and Supplies,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249222,1576170.0,230.0,Cost of Ration/Diet Charges,KRISHNA,11.0,State Development Schemes,2225032771122230000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249223,55598.0,300.0,Other Contractual Services,KRISHNA,11.0,State Development Schemes,2225032771122300000NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,0.0,Not Applicable,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249224,63030.0,500.0,Other Charges,KRISHNA,11.0,State Development Schemes,2225032771122500503NVN,2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",P,277.0,Education,OCT,P,503.0,Other Expenditure,22.0,College Hostels for Boys and Girls,3.0,Welfare of Backward Classes,V,2014
249367,194175.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2235021020010010011NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,11.0,Pay,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249368,4070.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2235021020010010012NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,12.0,Allowances,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249369,162165.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2235021020010010013NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,13.0,Dearness Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249370,52393.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2235021020010010015NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,15.0,Interim Relief,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249371,33121.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2235021020010010016NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,16.0,House Rent Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249372,38279.0,10.0,Salaries,KRISHNA,0.0,Not Applicable,2235021020010010018NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,18.0,Encashment of Earned Leave,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249373,0.0,110.0,Domestic Travel Expenses,KRISHNA,0.0,Not Applicable,2235021020010110111NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,111.0,Travelling Allowance,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249374,0.0,130.0,Office Expenses,KRISHNA,0.0,Not Applicable,2235021020010130131NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,131.0,"Service Postage, Telegram and Telephone Charges",10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
249375,2945.0,130.0,Office Expenses,KRISHNA,0.0,Not Applicable,2235021020010130132NVN,2235.0,Social Security and Welfare,P,102.0,Child Welfare,OCT,N,132.0,Other Office Expenses,10.0,Services for Children in need of Care and Protection,2.0,Social Welfare,V,2014
